Expr Log Ratio,ID,Symbol,Entrez Gene Name,Location
-0.363,Neat1,Neat1,nuclear paraspeckle assembly transcript 1 (non-protein coding),Nucleus
0,Neb,NEB,nebulin,Cytoplasm
0,Nebl,Nebl,nebulette,Cytoplasm
0,Necab1,NECAB1,N-terminal EF-hand calcium binding protein 1,Cytoplasm
-∞,Necab2,NECAB2,N-terminal EF-hand calcium binding protein 2,Cytoplasm
0,Necab3,NECAB3,N-terminal EF-hand calcium binding protein 3,Cytoplasm
-0.864,Necap1,NECAP1,NECAP endocytosis associated 1,Plasma Membrane
-0.842,Necap2,NECAP2,NECAP endocytosis associated 2,Cytoplasm
0.341,Nedd1,NEDD1,"neural precursor cell expressed, developmentally down-regulated 1",Cytoplasm
-0.107,Nedd4,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",Cytoplasm
-0.574,Nedd4l,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase",Cytoplasm
0.937,Nedd8,NEDD8,"neural precursor cell expressed, developmentally down-regulated 8",Nucleus
0.622,Nedd9,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",Nucleus
0,Nefh,NEFH,neurofilament heavy,Cytoplasm
0,Nefl,NEFL,neurofilament light,Cytoplasm
0,Nefm,Nefm,"neurofilament, medium polypeptide",Plasma Membrane
0,Negr1,NEGR1,neuronal growth regulator 1,Plasma Membrane
0,Neil1,NEIL1,nei like DNA glycosylase 1,Nucleus
0,Neil2,NEIL2,nei like DNA glycosylase 2,Nucleus
0.052,Neil3,NEIL3,nei like DNA glycosylase 3,Nucleus
-0.864,Nek1,NEK1,NIMA related kinase 1,Nucleus
0,Nek10,Nek10,NIMA (never in mitosis gene a)- related kinase 10,Other
0,Nek11,NEK11,NIMA related kinase 11,Nucleus
0.537,Nek2,NEK2,NIMA related kinase 2,Cytoplasm
0.274,Nek3,NEK3,NIMA related kinase 3,Nucleus
-0.463,Nek4,NEK4,NIMA related kinase 4,Nucleus
0,Nek5,NEK5,NIMA related kinase 5,Other
-1.896,Nek6,NEK6,NIMA related kinase 6,Nucleus
0.44,Nek7,NEK7,NIMA related kinase 7,Nucleus
-1.048,Nek8,NEK8,NIMA related kinase 8,Nucleus
0.174,Nek9,NEK9,NIMA related kinase 9,Nucleus
-0.563,Nelfa,NELFA,negative elongation factor complex member A,Nucleus
0.072,Nelfb,NELFB,negative elongation factor complex member B,Nucleus
0.689,Nelfcd,NELFCD,negative elongation factor complex member C/D,Nucleus
-0.442,Nelfe,NELFE,negative elongation factor complex member E,Nucleus
0,Nell1,NELL1,neural EGFL like 1,Extracellular Space
0,Nell1os,Nell1os,"NEL-like 1, opposite strand",Other
0,Nell2,NELL2,neural EGFL like 2,Extracellular Space
-0.652,Nemf,NEMF,nuclear export mediator factor,Nucleus
1.052,Nenf,NENF,neudesin neurotrophic factor,Extracellular Space
0.146,Neo1,NEO1,neogenin 1,Plasma Membrane
0,Nepn,Nepn,nephrocan,Extracellular Space
0.952,BC027231,NEPRO,nucleolus and neural progenitor protein,Nucleus
-0.431,Nes,Nes,nestin,Cytoplasm
0,Nespas,Nespas,neuroendocrine secretory protein antisense,Other
-0.838,Net1,NET1,neuroepithelial cell transforming 1,Nucleus
0,Neto1,NETO1,neuropilin and tolloid like 1,Extracellular Space
0.274,Neto2,NETO2,neuropilin and tolloid like 2,Plasma Membrane
-0.065,Neu1,NEU1,neuraminidase 1,Cytoplasm
-∞,Neu2,NEU2,neuraminidase 2,Cytoplasm
0.274,Neu3,NEU3,neuraminidase 3,Plasma Membrane
0,Neu4,NEU4,neuraminidase 4,Cytoplasm
0,Neurl1a,NEURL1,neuralized E3 ubiquitin protein ligase 1,Cytoplasm
-0.006,Neurl1b,NEURL1B,neuralized E3 ubiquitin protein ligase 1B,Other
-∞,Neurl2,NEURL2,neuralized E3 ubiquitin protein ligase 2,Cytoplasm
-∞,Neurl3,NEURL3,neuralized E3 ubiquitin protein ligase 3,Other
-1.534,Neurl4,NEURL4,neuralized E3 ubiquitin protein ligase 4,Other
0,Neurod1,NEUROD1,neuronal differentiation 1,Nucleus
0,Neurod2,NEUROD2,neuronal differentiation 2,Nucleus
0,Neurod4,NEUROD4,neuronal differentiation 4,Nucleus
0,Neurod6,NEUROD6,neuronal differentiation 6,Nucleus
0,Neurog1,NEUROG1,neurogenin 1,Nucleus
0,Neurog2,NEUROG2,neurogenin 2,Nucleus
0,Neurog3,NEUROG3,neurogenin 3,Nucleus
-∞,Nexn,NEXN,nexilin F-actin binding protein,Plasma Membrane
0.274,Nf1,NF1,neurofibromin 1,Cytoplasm
0.498,Nf2,NF2,neurofibromin 2,Plasma Membrane
0,Nfam1,NFAM1,NFAT activating protein with ITAM motif 1,Plasma Membrane
0,Nfasc,NFASC,neurofascin,Plasma Membrane
-0.118,Nfat5,NFAT5,nuclear factor of activated T-cells 5,Nucleus
-∞,Nfatc1,NFATC1,nuclear factor of activated T-cells 1,Nucleus
0,Nfatc2,NFATC2,nuclear factor of activated T-cells 2,Nucleus
-0.726,Nfatc2ip,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein,Nucleus
-0.132,Nfatc3,NFATC3,nuclear factor of activated T-cells 3,Nucleus
∞,Nfatc4,NFATC4,nuclear factor of activated T-cells 4,Nucleus
0,Nfe2,NFE2,"nuclear factor, erythroid 2",Nucleus
-0.152,Nfe2l1,NFE2L1,"nuclear factor, erythroid 2 like 1",Nucleus
0.804,Nfe2l2,NFE2L2,"nuclear factor, erythroid 2 like 2",Nucleus
-∞,Nfe2l3,NFE2L3,"nuclear factor, erythroid 2 like 3",Nucleus
0.771,Nfia,NFIA,nuclear factor I A,Nucleus
-0.2,Nfib,NFIB,nuclear factor I B,Nucleus
-0.331,Nfic,NFIC,nuclear factor I C,Nucleus
0.274,Nfil3,NFIL3,"nuclear factor, interleukin 3 regulated",Nucleus
-0.274,Nfix,NFIX,nuclear factor I X,Nucleus
-0.311,Nfkb1,NFKB1,nuclear factor kappa B subunit 1,Nucleus
0.511,Nfkb2,NFKB2,nuclear factor kappa B subunit 2,Nucleus
-1.633,Nfkbia,NFKBIA,NFKB inhibitor alpha,Cytoplasm
-0.14,Nfkbib,NFKBIB,NFKB inhibitor beta,Nucleus
-∞,Nfkbid,NFKBID,NFKB inhibitor delta,Nucleus
1.859,Nfkbie,NFKBIE,NFKB inhibitor epsilon,Nucleus
-∞,Nfkbil1,NFKBIL1,NFKB inhibitor like 1,Nucleus
-1.311,Nfkbiz,NFKBIZ,NFKB inhibitor zeta,Nucleus
-1.726,Nfrkb,NFRKB,nuclear factor related to kappaB binding protein,Nucleus
-0.105,Nfs1,NFS1,"NFS1, cysteine desulfurase",Cytoplasm
0.381,Nfu1,NFU1,NFU1 iron-sulfur cluster scaffold,Cytoplasm
-0.113,Nfx1,NFX1,"nuclear transcription factor, X-box binding 1",Nucleus
-0.311,Nfxl1,NFXL1,"nuclear transcription factor, X-box binding like 1",Nucleus
-0.691,Nfya,NFYA,nuclear transcription factor Y subunit alpha,Nucleus
0.274,Nfyb,NFYB,nuclear transcription factor Y subunit beta,Nucleus
0.887,Nfyc,NFYC,nuclear transcription factor Y subunit gamma,Nucleus
0,Ngb,NGB,neuroglobin,Cytoplasm
0.011,Ngdn,NGDN,neuroguidin,Nucleus
-∞,Ngef,NGEF,neuronal guanine nucleotide exchange factor,Cytoplasm
-0.311,Ngf,NGF,nerve growth factor,Extracellular Space
0,Ngfr,NGFR,nerve growth factor receptor,Plasma Membrane
-0.048,Ngly1,NGLY1,N-glycanase 1,Cytoplasm
0,Ngp,Ngp,neutrophilic granule protein,Extracellular Space
-1.048,Ngrn,NGRN,"neugrin, neurite outgrowth associated",Nucleus
0,Nhej1,NHEJ1,non-homologous end joining factor 1,Nucleus
0,Nhlh1,NHLH1,nescient helix-loop-helix 1,Nucleus
0,Nhlh2,NHLH2,nescient helix-loop-helix 2,Nucleus
-∞,Nhlrc1,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,Cytoplasm
-2.095,Nhlrc2,NHLRC2,NHL repeat containing 2,Other
1.274,Nhlrc3,NHLRC3,NHL repeat containing 3,Cytoplasm
0,Nhlrc4,NHLRC4,NHL repeat containing 4,Other
-0.652,Nhp2,NHP2,NHP2 ribonucleoprotein,Nucleus
0,Nhs,NHS,NHS actin remodeling regulator,Nucleus
0.187,Nhsl1,NHSL1,NHS like 1,Other
-1.048,Nhsl2,NHSL2,NHS like 2,Other
-0.948,Nicn1,NICN1,nicolin 1,Nucleus
-0.574,Nid1,NID1,nidogen 1,Extracellular Space
-0.726,Nid2,NID2,nidogen 2,Extracellular Space
-1.311,Nif3l1,NIF3L1,NGG1 interacting factor 3 like 1,Cytoplasm
-0.492,Nifk,NIFK,nucleolar protein interacting with the FHA domain of MKI67,Nucleus
0,Nim1k,NIM1K,NIM1 serine/threonine protein kinase,Other
0.075,Nin,NIN,ninein,Cytoplasm
1.122,Ninj1,NINJ1,ninjurin 1,Plasma Membrane
0,Ninj2,NINJ2,ninjurin 2,Plasma Membrane
0.467,Ninl,NINL,ninein like,Cytoplasm
-1.031,Nip7,NIP7,"NIP7, nucleolar pre-rRNA processing protein",Nucleus
0,Nipa1,NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1,Plasma Membrane
1.011,Nipa2,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2,Cytoplasm
0,Nipal1,NIPAL1,NIPA like domain containing 1,Other
0,Nipal2,NIPAL2,NIPA like domain containing 2,Other
0.859,Nipal3,NIPAL3,NIPA like domain containing 3,Other
0,Nipal4,NIPAL4,NIPA like domain containing 4,Other
-0.08,Nipbl,NIPBL,"NIPBL, cohesin loading factor",Nucleus
-1.185,Nipsnap1,NIPSNAP1,nipsnap homolog 1,Cytoplasm
0.563,Gbas,NIPSNAP2,nipsnap homolog 2,Plasma Membrane
0,Nipsnap3a,Nipsnap3a,nipsnap homolog 3A (C. elegans),Cytoplasm
0.274,Nipsnap3b,NIPSNAP3A,nipsnap homolog 3A,Nucleus
0.274,Nisch,Nisch,nischarin,Cytoplasm
0.622,Nit1,NIT1,nitrilase 1,Cytoplasm
-∞,Nit2,NIT2,nitrilase family member 2,Cytoplasm
-0.311,Nkain1,NKAIN1,sodium/potassium transporting ATPase interacting 1,Plasma Membrane
0,Nkain2,NKAIN2,sodium/potassium transporting ATPase interacting 2,Plasma Membrane
0,Nkain3,NKAIN3,sodium/potassium transporting ATPase interacting 3,Other
∞,Nkain4,NKAIN4,sodium/potassium transporting ATPase interacting 4,Other
0.426,Nkap,NKAP,NFKB activating protein,Nucleus
0,Nkapl,NKAPL,NFKB activating protein like,Other
∞,Nkd1,NKD1,naked cuticle homolog 1,Other
0,Nkd2,NKD2,naked cuticle homolog 2,Nucleus
0,Nkg7,NKG7,natural killer cell granule protein 7,Plasma Membrane
-∞,Nkiras1,NKIRAS1,NFKB inhibitor interacting Ras like 1,Other
3.274,Nkiras2,NKIRAS2,NFKB inhibitor interacting Ras like 2,Cytoplasm
0,Nkpd1,NKPD1,NTPase KAP family P-loop domain containing 1,Other
0.274,Nkrf,NKRF,NFKB repressing factor,Nucleus
-1.229,Nktr,NKTR,natural killer cell triggering receptor,Plasma Membrane
0,Nkx1-1,Nkx1-1,"NK1 transcription factor related, locus 1 (Drosophila)",Other
0,Nkx1-2,NKX1-2,NK1 homeobox 2,Nucleus
0,Nkx2-1,NKX2-1,NK2 homeobox 1,Nucleus
0,Nkx2-2,NKX2-2,NK2 homeobox 2,Nucleus
0,Nkx2-2os,Nkx2-2os,"NK2 homeobox 2, opposite strand",Cytoplasm
1.274,Nkx2-3,NKX2-3,NK2 homeobox 3,Nucleus
0,Nkx2-4,NKX2-4,NK2 homeobox 4,Nucleus
0,Nkx2-5,NKX2-5,NK2 homeobox 5,Nucleus
0,Nkx2-6,NKX2-6,NK2 homeobox 6,Nucleus
0,Nkx2-9,NKX2-8,NK2 homeobox 8,Nucleus
0,Nkx3-1,NKX3-1,NK3 homeobox 1,Nucleus
0,Nkx3-2,NKX3-2,NK3 homeobox 2,Nucleus
0,Nkx6-1,NKX6-1,NK6 homeobox 1,Nucleus
∞,Nkx6-2,NKX6-2,NK6 homeobox 2,Nucleus
0,Nkx6-3,Nkx6-3,NK6 homeobox 3,Other
-0.048,Nle1,NLE1,notchless homolog 1,Nucleus
0,Nlgn1,NLGN1,neuroligin 1,Plasma Membrane
-0.118,Nlgn2,NLGN2,neuroligin 2,Plasma Membrane
0,Nlgn3,NLGN3,neuroligin 3,Plasma Membrane
0.911,Nlk,NLK,nemo like kinase,Nucleus
0.911,Nln,NLN,neurolysin,Cytoplasm
0,Nlrc3,NLRC3,NLR family CARD domain containing 3,Cytoplasm
0,Nlrc4,NLRC4,NLR family CARD domain containing 4,Cytoplasm
1.274,Nlrc5,NLRC5,NLR family CARD domain containing 5,Cytoplasm
∞,Nlrp1b,NLRP1,NLR family pyrin domain containing 1,Cytoplasm
0,Nlrp10,NLRP10,NLR family pyrin domain containing 10,Other
0,Nlrp12,NLRP12,NLR family pyrin domain containing 12,Cytoplasm
0,Nlrp14,NLRP14,NLR family pyrin domain containing 14,Extracellular Space
∞,Nlrp1a,Nlrp1a,"NLR family, pyrin domain containing 1A",Nucleus
0,Nlrp1c-ps,Nlrp1c-ps,"NLR family, pyrin domain containing 1C, pseudogene",Other
0,Nlrp2,NLRP2,NLR family pyrin domain containing 2,Nucleus
0,Nlrp3,NLRP3,NLR family pyrin domain containing 3,Cytoplasm
0,Nlrp4c,NLRP4,NLR family pyrin domain containing 4,Cytoplasm
0,Nlrp4e,NLRP4,NLR family pyrin domain containing 4,Cytoplasm
0,Nlrp4a,Nlrp4a,"NLR family, pyrin domain containing 4A",Cytoplasm
0,Nlrp4b,Nlrp4b,"NLR family, pyrin domain containing 4B",Other
0,Nlrp4f,Nlrp4f,"NLR family, pyrin domain containing 4F",Other
0,Nlrp4g,Nlrp4g,"NLR family, pyrin domain containing 4G",Cytoplasm
0,Nlrp5,NLRP5,NLR family pyrin domain containing 5,Cytoplasm
0,Nlrp5-ps,Nlrp5-ps,"NLR family, pyrin domain containing 5, pseudogene",Other
0,Nlrp6,NLRP6,NLR family pyrin domain containing 6,Plasma Membrane
0,Nlrp9b,NLRP9,NLR family pyrin domain containing 9,Other
0,Nlrp9a,Nlrp9a/Nlrp9c,"NLR family, pyrin domain containing 9A",Other
0,Nlrp9c,Nlrp9a/Nlrp9c,"NLR family, pyrin domain containing 9A",Other
∞,Nlrx1,NLRX1,NLR family member X1,Cytoplasm
0,Nmb,NMB,neuromedin B,Extracellular Space
0,Nmbr,NMBR,neuromedin B receptor,Plasma Membrane
0.001,Nmd3,NMD3,NMD3 ribosome export adaptor,Nucleus
-0.2,Nme1,NME1,NME/NM23 nucleoside diphosphate kinase 1,Cytoplasm
-0.103,Nme2,NME2,NME/NM23 nucleoside diphosphate kinase 2,Nucleus
-∞,Nme3,NME3,NME/NM23 nucleoside diphosphate kinase 3,Cytoplasm
1.274,Nme4,NME4,NME/NM23 nucleoside diphosphate kinase 4,Cytoplasm
0.274,Nme5,NME5,NME/NM23 family member 5,Other
0,Nme6,NME6,NME/NM23 nucleoside diphosphate kinase 6,Cytoplasm
-0.897,Nme7,NME7,NME/NM23 family member 7,Cytoplasm
0,Nme8,NME8,NME/NM23 family member 8,Cytoplasm
0,Nme9,NME9,NME/NM23 family member 9,Cytoplasm
-∞,Nmi,NMI,N-myc and STAT interactor,Cytoplasm
1.274,Nmnat1,NMNAT1,nicotinamide nucleotide adenylyltransferase 1,Nucleus
0,Nmnat2,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,Cytoplasm
2.859,Nmnat3,Nmnat3,nicotinamide nucleotide adenylyltransferase 3,Cytoplasm
-1.534,Nmral1,NMRAL1,NmrA like redox sensor 1,Nucleus
-0.311,Nmrk1,NMRK1,nicotinamide riboside kinase 1,Cytoplasm
0,Nmrk2,NMRK2,nicotinamide riboside kinase 2,Plasma Membrane
0,Nms,NMS,neuromedin S,Extracellular Space
0.348,Nmt1,NMT1,N-myristoyltransferase 1,Cytoplasm
0.376,Nmt2,NMT2,N-myristoyltransferase 2,Cytoplasm
0,Nmu,NMU,neuromedin U,Extracellular Space
0,Nmur1,NMUR1,neuromedin U receptor 1,Plasma Membrane
0,Nmur2,NMUR2,neuromedin U receptor 2,Plasma Membrane
0,Nnat,NNAT,neuronatin,Plasma Membrane
∞,Nnmt,NNMT,nicotinamide N-methyltransferase,Cytoplasm
0.274,Nnt,Nnt,nicotinamide nucleotide transhydrogenase,Cytoplasm
0.537,Noa1,NOA1,nitric oxide associated 1,Cytoplasm
-0.185,Nob1,NOB1,NIN1/PSMD8 binding protein 1 homolog,Nucleus
0,Nobox,NOBOX,NOBOX oogenesis homeobox,Nucleus
1.04,Noc3l,NOC3L,NOC3 like DNA replication regulator,Nucleus
-0.089,Noc4l,NOC4L,nucleolar complex associated 4 homolog,Nucleus
-0.311,Nod1,NOD1,nucleotide binding oligomerization domain containing 1,Cytoplasm
-∞,Nod2,NOD2,nucleotide binding oligomerization domain containing 2,Cytoplasm
0,Nodal,NODAL,nodal growth differentiation factor,Extracellular Space
0,Nog,NOG,noggin,Extracellular Space
-3.118,Nol10,NOL10,nucleolar protein 10,Nucleus
-0.13,Nol11,NOL11,nucleolar protein 11,Nucleus
-0.633,Nol12,NOL12,nucleolar protein 12,Nucleus
0,Nol3,NOL3,nucleolar protein 3,Nucleus
0.274,Nol4,NOL4,nucleolar protein 4,Nucleus
-0.726,Nol4l,NOL4L,nucleolar protein 4 like,Other
-1.6,Nol6,NOL6,nucleolar protein 6,Nucleus
-0.25,Nol7,NOL7,nucleolar protein 7,Nucleus
0.052,Nol8,NOL8,nucleolar protein 8,Nucleus
0.589,Nol9,NOL9,nucleolar protein 9,Nucleus
0.002,Nolc1,Nolc1,nucleolar and coiled-body phosphoprotein 1,Nucleus
-0.442,Nom1,NOM1,nucleolar protein with MIF4G domain 1,Nucleus
-1.074,Nomo1,NOMO1 (includes others),NODAL modulator 1,Plasma Membrane
-0.421,Nono,NONO,"non-POU domain containing, octamer-binding",Nucleus
0.274,Nop10,NOP10,NOP10 ribonucleoprotein,Nucleus
-0.463,Nop14,NOP14,NOP14 nucleolar protein,Nucleus
-0.141,Nop16,NOP16,NOP16 nucleolar protein,Nucleus
-0.021,Nop2,NOP2,NOP2 nucleolar protein,Nucleus
-0.826,Nop56,NOP56,NOP56 ribonucleoprotein,Nucleus
-0.06,Nop58,NOP58,NOP58 ribonucleoprotein,Nucleus
0.104,Nop9,NOP9,NOP9 nucleolar protein,Nucleus
∞,Nos1,NOS1,nitric oxide synthase 1,Cytoplasm
0,Nos1ap,Nos1ap,nitric oxide synthase 1 (neuronal) adaptor protein,Cytoplasm
0,Nos2,NOS2,nitric oxide synthase 2,Cytoplasm
1.274,Nos3,NOS3,nitric oxide synthase 3,Cytoplasm
-0.517,Nosip,NOSIP,nitric oxide synthase interacting protein,Cytoplasm
0,Nostrin,NOSTRIN,nitric oxide synthase trafficking,Cytoplasm
0.496,Notch1,NOTCH1,notch 1,Plasma Membrane
-0.928,Notch2,NOTCH2,notch 2,Plasma Membrane
1.859,Notch3,NOTCH3,notch 3,Plasma Membrane
-∞,Notch4,NOTCH4,notch 4,Plasma Membrane
0,Noto,NOTO,notochord homeobox,Other
1.274,Notum,NOTUM,"NOTUM, palmitoleoyl-protein carboxylesterase",Extracellular Space
-∞,Nov,NOV,nephroblastoma overexpressed,Extracellular Space
0,Nova1,NOVA1,NOVA alternative splicing regulator 1,Nucleus
0,Nova2,NOVA2,NOVA alternative splicing regulator 2,Nucleus
-0.726,Nox1,NOX1,NADPH oxidase 1,Cytoplasm
0,Nox3,NOX3,NADPH oxidase 3,Cytoplasm
0.689,Nox4,NOX4,NADPH oxidase 4,Cytoplasm
0,Noxa1,NOXA1,NADPH oxidase activator 1,Plasma Membrane
0,Noxo1,NOXO1,NADPH oxidase organizer 1,Plasma Membrane
0,Noxred1,NOXRED1,NADP dependent oxidoreductase domain containing 1,Other
-∞,Npas1,NPAS1,neuronal PAS domain protein 1,Nucleus
0,Npas2,NPAS2,neuronal PAS domain protein 2,Nucleus
0,Npas3,NPAS3,neuronal PAS domain protein 3,Nucleus
0,Npas4,NPAS4,neuronal PAS domain protein 4,Nucleus
-0.113,Npat,NPAT,"nuclear protein, coactivator of histone transcription",Nucleus
0,Npb,NPB,neuropeptide B,Extracellular Space
0,Npbwr1,NPBWR1,neuropeptides B and W receptor 1,Plasma Membrane
0.136,Npc1,NPC1,NPC intracellular cholesterol transporter 1,Cytoplasm
0,Npc1l1,NPC1L1,NPC1 like intracellular cholesterol transporter 1,Cytoplasm
-0.257,Npc2,NPC2,NPC intracellular cholesterol transporter 2,Extracellular Space
0.265,Npcd,Npcd,neuronal pentraxin chromo domain,Plasma Membrane
-0.674,Npdc1,NPDC1,"neural proliferation, differentiation and control 1",Extracellular Space
-0.896,Npepl1,NPEPL1,aminopeptidase-like 1,Nucleus
-0.204,Npepps,NPEPPS,aminopeptidase puromycin sensitive,Cytoplasm
-∞,Npff,NPFF,neuropeptide FF-amide peptide precursor,Extracellular Space
0,Npffr1,NPFFR1,neuropeptide FF receptor 1,Plasma Membrane
0,Npffr2,NPFFR2,neuropeptide FF receptor 2,Plasma Membrane
-0.051,Nphp1,NPHP1,nephrocystin 1,Nucleus
0,Nphp3,NPHP3,nephrocystin 3,Extracellular Space
1.274,Nphp4,NPHP4,nephrocystin 4,Cytoplasm
0,Nphs1,NPHS1,"NPHS1, nephrin",Plasma Membrane
0,Nphs1os,Nphs1os,"nephrosis 1 homolog, nephrin, opposite strand",Other
0,Nphs2,NPHS2,"NPHS2, podocin",Plasma Membrane
0,Npl,NPL,N-acetylneuraminate pyruvate lyase,Cytoplasm
-0.092,Nploc4,NPLOC4,"NPL4 homolog, ubiquitin recognition factor",Nucleus
-0.205,Npm1,NPM1,nucleophosmin,Nucleus
0,Npm2,NPM2,nucleophosmin/nucleoplasmin 2,Nucleus
-0.726,Npm3,NPM3,nucleophosmin/nucleoplasmin 3,Nucleus
-∞,Npm3-ps1,Npm3-ps1,"nucleoplasmin 3, pseudogene 1",Other
-∞,Npnt,NPNT,nephronectin,Plasma Membrane
0,Nppa,NPPA,natriuretic peptide A,Extracellular Space
-∞,Nppb,Nppb,natriuretic peptide type B,Other
∞,Nppc,NPPC,natriuretic peptide C,Extracellular Space
∞,Npr1,NPR1,natriuretic peptide receptor 1,Plasma Membrane
1.274,Npr2,NPR2,natriuretic peptide receptor 2,Plasma Membrane
0.189,Npr3,NPR3,natriuretic peptide receptor 3,Plasma Membrane
0.274,Nprl2,NPRL2,"NPR2-like, GATOR1 complex subunit",Cytoplasm
3.082,Nprl3,NPRL3,"NPR3 like, GATOR1 complex subunit",Cytoplasm
0,Nps,NPS,neuropeptide S,Extracellular Space
0,Npsr1,NPSR1,neuropeptide S receptor 1,Plasma Membrane
0.146,Nptn,Nptn,neuroplastin,Plasma Membrane
0,Nptx1,NPTX1,neuronal pentraxin 1,Extracellular Space
0,Nptx2,NPTX2,neuronal pentraxin 2,Extracellular Space
∞,Nptxr,NPTXR,neuronal pentraxin receptor,Plasma Membrane
0,Npvf,NPVF,neuropeptide VF precursor,Extracellular Space
0,Npw,NPW,neuropeptide W,Extracellular Space
0,Npy,NPY,neuropeptide Y,Plasma Membrane
0,Npy1r,NPY1R,neuropeptide Y receptor Y1,Plasma Membrane
0,Npy2r,NPY2R,neuropeptide Y receptor Y2,Plasma Membrane
0,Npy4r,Npy4r,neuropeptide Y receptor Y4,Plasma Membrane
0,Npy5r,NPY5R,neuropeptide Y receptor Y5,Plasma Membrane
0,Npy6r,Npy6r,neuropeptide Y receptor Y6,Plasma Membrane
-0.211,Nqo1,NQO1,NAD(P)H quinone dehydrogenase 1,Cytoplasm
0.537,Nqo2,NQO2,N-ribosyldihydronicotinamide:quinone reductase 2,Cytoplasm
0,Nr0b1,NR0B1,nuclear receptor subfamily 0 group B member 1,Nucleus
0,Nr0b2,NR0B2,nuclear receptor subfamily 0 group B member 2,Nucleus
0.537,Nr1d1,NR1D1,nuclear receptor subfamily 1 group D member 1,Nucleus
0.17,Nr1d2,NR1D2,nuclear receptor subfamily 1 group D member 2,Nucleus
-1.727,Nr1h2,NR1H2,nuclear receptor subfamily 1 group H member 2,Nucleus
0,Nr1h3,NR1H3,nuclear receptor subfamily 1 group H member 3,Nucleus
1.439,Nr1h4,NR1H4,nuclear receptor subfamily 1 group H member 4,Nucleus
0,Nr1h5,Nr1h5,"nuclear receptor subfamily 1, group H, member 5",Other
0,Nr1i2,NR1I2,nuclear receptor subfamily 1 group I member 2,Nucleus
0,Nr1i3,NR1I3,nuclear receptor subfamily 1 group I member 3,Nucleus
-1.533,Nr2c1,NR2C1,nuclear receptor subfamily 2 group C member 1,Nucleus
0.539,Nr2c2,NR2C2,nuclear receptor subfamily 2 group C member 2,Nucleus
0.268,Nr2c2ap,NR2C2AP,nuclear receptor 2C2 associated protein,Nucleus
0,Nr2e1,NR2E1,nuclear receptor subfamily 2 group E member 1,Nucleus
0,Nr2e3,NR2E3,nuclear receptor subfamily 2 group E member 3,Nucleus
0,Nr2f1,NR2F1,nuclear receptor subfamily 2 group F member 1,Nucleus
-0.311,Nr2f2,NR2F2,nuclear receptor subfamily 2 group F member 2,Nucleus
0.574,Nr2f6,NR2F6,nuclear receptor subfamily 2 group F member 6,Nucleus
0.537,Nr3c1,NR3C1,nuclear receptor subfamily 3 group C member 1,Nucleus
0,Nr3c2,NR3C2,nuclear receptor subfamily 3 group C member 2,Nucleus
3.274,Nr4a1,NR4A1,nuclear receptor subfamily 4 group A member 1,Nucleus
-∞,Nr4a2,NR4A2,nuclear receptor subfamily 4 group A member 2,Nucleus
0,Nr4a3,NR4A3,nuclear receptor subfamily 4 group A member 3,Nucleus
0,Nr5a1,NR5A1,nuclear receptor subfamily 5 group A member 1,Nucleus
0,Nr5a2,NR5A2,nuclear receptor subfamily 5 group A member 2,Nucleus
-∞,Nr6a1,NR6A1,nuclear receptor subfamily 6 group A member 1,Nucleus
0.274,Nradd,Nradd,neurotrophin receptor associated death domain,Extracellular Space
0,Nrap,NRAP,nebulin related anchoring protein,Cytoplasm
0.274,Nrarp,NRARP,NOTCH-regulated ankyrin repeat protein,Nucleus
-0.68,Nras,NRAS,"NRAS proto-oncogene, GTPase",Plasma Membrane
2.081,Nrbf2,NRBF2,nuclear receptor binding factor 2,Nucleus
-0.048,Nrbp1,NRBP1,nuclear receptor binding protein 1,Nucleus
-0.311,Nrbp2,Nrbp2,nuclear receptor binding protein 2,Cytoplasm
0,Nrcam,NRCAM,neuronal cell adhesion molecule,Plasma Membrane
-0.345,Nrd1,NRDC,nardilysin convertase,Cytoplasm
0.274,Nrde2,NRDE2,"NRDE-2, necessary for RNA interference, domain containing",Other
0.274,Nrep,NREP,neuronal regeneration related protein,Cytoplasm
-0.515,Nrf1,NRF1,nuclear respiratory factor 1,Nucleus
0.136,Nrg1,Nrg1,neuregulin 1,Plasma Membrane
1.274,Nrg2,NRG2,neuregulin 2,Extracellular Space
0,Nrg3,NRG3,neuregulin 3,Extracellular Space
0,Nrg3os,Nrg3os,"neuregulin 3, opposite strand",Other
0,Nrg4,NRG4,neuregulin 4,Extracellular Space
0,Nrgn,Nrgn,neurogranin,Plasma Membrane
-1.726,Nrip1,NRIP1,nuclear receptor interacting protein 1,Nucleus
-∞,Nrip2,NRIP2,nuclear receptor interacting protein 2,Nucleus
0,Nrip3,NRIP3,nuclear receptor interacting protein 3,Other
0,Nrk,NRK,Nik related kinase,Other
0,Nrl,NRL,neural retina leucine zipper,Nucleus
